mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_min_child_weight,param_max_depth,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
228.68827719688414,0.9475750350984645,0.7312456607818604,0.01935281864578576,1.0,5,3,1.5,0.8,"{'subsample': 1.0, 'min_child_weight': 5, 'max_depth': 3, 'gamma': 1.5, 'colsample_bytree': 0.8}",0.9999332981049127,0.9999464280454673,0.9999750803710323,0.9999766788576707,0.9999429633992981,0.9999548897556763,1.767746482386988e-05,3
29.682131052017212,3.1950243671757343,0.27167911529541017,0.03526942777629412,0.8,10,4,1,0.6,"{'subsample': 0.8, 'min_child_weight': 10, 'max_depth': 4, 'gamma': 1, 'colsample_bytree': 0.6}",0.9873706190804498,0.987931551222537,0.9872273366881548,0.9967839151053518,0.9872962932271261,0.9893219430647239,0.003739318511142376,5
193.11487565040588,73.66814628330371,0.7714658260345459,0.28866785552666485,1.0,10,4,2,0.6,"{'subsample': 1.0, 'min_child_weight': 10, 'max_depth': 4, 'gamma': 2, 'colsample_bytree': 0.6}",0.9999656597198546,0.9999788191082027,0.9999883635911274,0.9980051687129632,0.9999693357860799,0.9995814693836456,0.0007881898330548905,4
355.00734128952024,14.840380302970525,0.8884255409240722,0.1684275029941182,0.8,10,5,1.5,1.0,"{'subsample': 0.8, 'min_child_weight': 10, 'max_depth': 5, 'gamma': 1.5, 'colsample_bytree': 1.0}",0.9999727558830227,0.9999702441372493,0.9999946004827819,0.9999917108236582,0.9999767841901628,0.9999812191033751,1.0008815561528855e-05,2
222.8607527256012,67.83660046489105,0.5200038433074952,0.20513181547591924,0.6,1,4,2,1.0,"{'subsample': 0.6, 'min_child_weight': 1, 'max_depth': 4, 'gamma': 2, 'colsample_bytree': 1.0}",0.9999710716957545,0.9999674586780105,0.9999963930228289,0.9999977068474631,0.9999900817566189,0.9999845424001352,1.2788571773880137e-05,1
